"INSTNM","CITY","STABBR","LATITUDE","LONGITUDE","ADM_RATE_ALL","COSTT4_A","TUITIONFEE_IN","TUITIONFEE_OUT","MD_EARN_WNE_P10"
"Vista Adult School","Vista","CA",33.187334,-117.240253,0.05387067395264,NA,NA,NA,NA
"The Salon Professional Academy-Delray Beach","Delray Beach","FL",26.46095,-80.119045,NA,NA,NA,NA,17202
"No Grease Barber School","Charlotte","NC",35.224657,-80.891804,NA,NA,NA,NA,NA
"Pima Medical Institute-San Marcos","San Marcos","CA",33.136906,-117.160199,NA,NA,NA,NA,35113
"EDP University of Puerto Rico-Villalba","Villalba","PR",18.109811,-66.505648,0.64094955489614,17640,6900,12600,21063
"Chicago School of Professional Psychology at Dallas","Richardson","TX",32.979753,-96.75721,0.32394366197183,NA,13224,13224,58068
"American Massage & Bodywork Institute","Vienna","VA",38.926154,-77.244736,NA,NA,NA,NA,NA
"KCK Beauty & Barber Academy","Jacksonville","FL",30.428106,-81.652099,NA,NA,NA,NA,NA
"California College of Barbering and Cosmetology","Stockton","CA",38.000656,-121.293756,NA,NA,NA,NA,NA
"Texas Tech University Health Sciences Center-El Paso","El Paso","TX",31.771891,-106.43122,NA,NA,NA,NA,NA
"Ponce Health Sciences University-Centro Universitario de San Juan","Santurce","PR",18.441175,-66.059619,0.44642857142857,NA,NA,NA,NA
"The College of Health Care Professions-South San Antonio","San Antonio","TX",29.355101,-98.525559,NA,NA,NA,NA,31322
"Innovate Salon Academy","Ewing","NJ",40.26517,-74.802873,NA,NA,NA,NA,NA
"Chamberlain University-Louisiana","Jefferson","LA",29.962307,-90.152655,0.80208333333333,36209,19629,19629,82055
"Drury University-College of Continuing Professional Studies","Springfield","MO",37.218523,-93.286693,0.63434089000839,20255,7924,7924,39169
"Global Medical & Technical Training Institute","Miami","FL",25.779693,-80.225343,NA,NA,NA,NA,NA
"Salon Success Academy-West Covina","West Covina","CA",34.070568,-117.933801,NA,NA,NA,NA,24521
"Indiana Institute of Technology-College of Professional Studies","Fort Wayne","IN",41.078365,-85.116479,0.64662784144279,25603,10224,10224,48091
"Advantage Technical College","San Juan","PR",18.454692,-66.081082,NA,NA,NA,NA,25152
"Institute of Culinary Education","Pasadena","CA",34.144829,-118.139351,NA,NA,NA,NA,43642
"Universal Technical Institute-Bloomfield","Bloomfield","NJ",40.841102,-74.180997,NA,NA,NA,NA,51264
"Gould's Academy","Bartlett","TN",35.206685,-89.795642,NA,NA,NA,NA,NA
"Urban Academy of Beauty","Rio Rancho","NM",35.241061,-106.677601,NA,NA,NA,NA,NA
"WellSpring School of Allied Health-Springfield","Springfield","MO",37.158926,-93.317069,NA,NA,NA,NA,27174
"Medical Career College of Northern California","Roseville","CA",38.723329,-121.293121,0.66666666666666,31639,19576,19576,NA
"Premiere International College","Fort Myers","FL",26.639307,-81.864154,NA,55247,21125,21125,NA
"San Diego Global Knowledge University","San Diego","CA",32.708222,-117.154966,NA,NA,17750,17750,NA
"Global Tech College","Toledo","OH",41.615085,-83.672676,NA,15949,11675,11675,NA
"Crown Cutz Academy Bristol","Bristol","VA",36.605279,-82.192413,NA,NA,NA,NA,NA
"MCI","McAllen","TX",26.199744,-98.22256,NA,NA,NA,NA,NA
"Central Pennsylvania Diesel Institute","Liverpool","PA",40.551071,-76.990343,NA,NA,NA,NA,NA
"Bellasa Professional Institute","North Miami","FL",25.890157,-80.183799,NA,NA,NA,NA,NA
"PMCA Pittsburgh Multicultural Cosmetology Academy","Pittsburgh","PA",40.439395,-79.99942,NA,NA,NA,NA,NA
"Health and Technology Training Institute","Philadelphia","PA",39.950439,-75.164481,NA,NA,NA,NA,NA
"Yeshiva of Ocean","Greenfield Park","NY",41.732961,-74.501698,0.64,14550,8150,8150,NA
"Congregation Talmidei Mesivta Tiferes Shmiel Aleksander","Brooklyn","NY",40.624233,-73.994778,NA,25625,20000,20000,NA
"Young Americans College of the Performing Arts","Corona","CA",33.859246,-117.542501,0.4,37205,14030,14030,NA
"Pro Beauty Academy","Edison","NJ",40.571036,-74.340019,NA,NA,NA,NA,NA
"South Eastern Beauty Academy","Paintsville","KY",37.814789,-82.806325,NA,NA,NA,NA,NA
"Ohel Margulia Seminary","Monsey","NY",41.121761,-74.065165,0.9578313253012,14100,9100,9100,NA
"Montana Barber Institute","El Paso","TX",31.763303,-106.265623,NA,NA,NA,NA,NA
"Yeshivat Hechal Shemuel","Brooklyn","NY",40.611565,-73.963924,1,18180,12380,12380,NA
"Professional University Dr. Carlos J. Borrero Rios","Hato Rey","PR",18.411332,-66.054156,NA,NA,5760,5760,NA
"American Institute of Healthcare & Technology","Stratford","CT",41.170738,-73.150918,NA,NA,NA,NA,NA
"Premier Academy of Cosmetology","McAlester","OK",34.941596,-95.766472,NA,NA,NA,NA,NA
"Yeshiva Gedolah of Woodlake Village","Lakewood","NJ",40.099738,-74.169645,0.83333333333333,14475,8850,8850,NA
"Yeshiva Gedola Tiferes Yaakov Yitzchok","Lakewood","NJ",40.056542,-74.223022,0.625,19000,13700,13700,NA
"Houston Barber School","Houston","TX",29.966414,-95.415514,NA,NA,NA,NA,NA
"Health-Tech Institute of Memphis","Memphis","TN",35.049269,-89.934826,NA,NA,NA,NA,NA
"MIXED Institute of Cosmetology & Barber","Sacramento","CA",38.495699,-121.43577,NA,NA,NA,NA,NA
"Vski Cosmetology School","Charleston","SC",32.798291,-80.031699,NA,NA,NA,NA,NA
"New York Seminary","Brooklyn","NY",40.63193,-73.977011,0.75916230366492,19571,11900,11900,NA
"Deluxe Barber College","San Antonio","TX",29.554971,-98.400819,NA,NA,NA,NA,NA
"Falcon Institute of Health and Science","Bethlehem","PA",40.651462,-75.42429,1,47841,26140,26140,NA
"College Unbound","Providence","RI",41.80644,-71.412848,NA,25690,9984,9984,NA
"Midwest Barber College","Topeka","KS",39.000284,-95.689254,NA,NA,NA,NA,NA
"A Better U Beauty Barber Academy","Albuquerque","NM",35.11063,-106.583765,NA,NA,NA,NA,NA
"SANS Technology Institute","North Bethesda","MD",39.040814,-77.110758,NA,NA,NA,NA,NA
"Tuana European Beauty Academy","Fort Collins","CO",40.575844,-105.076724,NA,NA,NA,NA,NA
"Idaho College of Osteopathic Medicine","Meridian","ID",43.594515,-116.376042,0.05387067395264,NA,NA,NA,NA
"Southern Careers Institute-Waco","Waco","TX",31.512387,-97.139246,NA,NA,NA,NA,24145
"Elevate Salon Institute","Durham","NC",35.993485,-78.898377,NA,NA,NA,NA,NA
"Ponce Health Sciences University-St Louis","St. Louis","MO",38.631435,-90.21479,0.44642857142857,NA,NA,NA,NA
"Lil Lou's Beauty and Barber College-Hammond","Hammond","IN",41.611381,-87.521717,NA,NA,NA,NA,NA
"Arizona College of Nursing-Dallas","Dallas","TX",32.923106,-96.75999,1,32261,22826,22826,31302
"The Salon Professional Academy-Washington DC","Washington","DC",38.90294,-77.006322,NA,NA,NA,NA,17899
"Valley College-Cleveland","Cleveland","OH",41.419409,-81.747723,NA,NA,NA,NA,29065
"EDP University of Puerto Rico-Humacao","Humacao","PR",18.150762,-65.82455,0.64094955489614,16517,6900,12600,21063
"EDP University of Puerto Rico-Manati","Manati","PR",18.429431,-66.490949,0.64094955489614,12974,6900,12610,21063
"UEI College-Sacramento","Sacramento","CA",38.494532,-121.454197,NA,NA,NA,NA,35618
"Fortis Institute-Cookeville","Cookeville","TN",36.143291,-85.478765,NA,32340,16237,16237,31136
"Derech Hachaim Seminary","Monroe","NY",41.337206,-74.161936,0.92372881355932,16910,11000,11000,NA
"Evvaylois Academy School of Beauty","Brenham","TX",30.148715,-96.388462,NA,NA,NA,NA,NA
"Avenue Five Institute-South Austin Campus","Austin","TX",30.221953,-97.756266,NA,NA,NA,NA,NA
"Glasgow Caledonian New York College","New York","NY",40.723346,-74.001699,NA,NA,NA,NA,NA
"Pima Medical Institute-San Antonio","San Antonio","TX",29.488708,-98.540716,NA,NA,NA,NA,35113
"Faith Theological Seminary and Christian College","Tampa","FL",28.018844,-82.582376,0.05387067395264,NA,1520,1520,NA
"The Southwestern Baptist Theological Seminary","Fort Worth","TX",32.681685,-97.348233,0.05387067395264,NA,9910,9910,NA
"Lotus Professional College","Richmond","VA",37.594751,-77.576237,NA,NA,NA,NA,NA
"Christ Mission College","San Antonio","TX",29.543412,-98.70699,NA,14398,8229,8229,NA
"Esteem Academy of Beauty","South Ogden","UT",41.161895,-111.93946,NA,NA,NA,NA,NA
"KC Beauty Academy","Los Angeles","CA",34.048458,-118.235894,NA,NA,NA,NA,NA
"Urshan College","Wentzville","MO",38.808034,-90.830252,0.85294117647058,13598,7420,7420,NA
"Texas Healthtech Institute","Beaumont","TX",30.064641,-94.206012,NA,NA,NA,NA,NA
"Xtylo Beauty College","Phoenix","AZ",33.479573,-112.004521,NA,NA,NA,NA,NA
"Tonsorial Arts Barber College","Texarkana","TX",33.435351,-94.079302,NA,NA,NA,NA,NA
"Michael's Barber & Hair Stylist Academy","Irving","TX",32.838765,-96.978283,NA,NA,NA,NA,NA
"Yeshiva Yesoda Hatorah Vetz Chaim","Brooklyn","NY",40.706959,-73.961026,NA,24800,20000,20000,NA
"North-West College-San Diego","San Diego","CA",32.765537,-117.066577,NA,NA,NA,NA,40028
"West Virginia Junior College-United Career Institute","Irwin","PA",40.321221,-79.690734,NA,21447,13676,13676,26620
"Aviation Institute of Maintenance-Charlotte","Charlotte","NC",35.161941,-80.736311,NA,28752,16657,16657,40693
"Ponce Health Sciences University-East","Ponce","PR",18.0083,-66.589688,0.44642857142857,21969,10151,18701,NA
"Fortis College-Landover","Landover","MD",38.949983,-76.866209,NA,33398,15667,15667,34048
"Stautzenberger College-Rockford Career College","Rockford","IL",42.255903,-89.027291,NA,25393,16699,16699,28999
"WellSpring School of Allied Health-Wichita","Wichita","KS",37.673622,-97.443119,NA,NA,NA,NA,27174
"Access Careers-Islandia","Islandia","NY",40.800874,-73.175617,NA,NA,NA,NA,NA
"Northern Pennsylvania Regional College","Warren","PA",41.845727,-79.147078,0.05387067395264,NA,4440,8880,NA
"Apex College of Veterinary Technology","Colorado Springs","CO",38.828277,-104.813477,NA,20850,13850,13850,NA
"Meryma'at Barber College","Cleveland","OH",41.458723,-81.777912,NA,NA,NA,NA,NA
"Western Maricopa Education Center","Glendale","AZ",33.535973,-112.292829,NA,NA,NA,NA,NA
"Bais Medrash of Dexter Park","Chestnut Ridge","NY",41.081404,-74.045927,1,28850,10000,10000,NA
"Makana Esthetics Wellness Academy","Honolulu","HI",21.315179,-157.869172,NA,NA,NA,NA,NA
"Oak Valley College","Rialto","CA",34.150067,-117.39089,NA,19990,16080,16080,NA
"Paul Mitchell the School-San Jose","San Jose","CA",37.325292,-121.814156,NA,NA,NA,NA,NA
"Zion Massage College","St. George","UT",37.097894,-113.618974,NA,NA,NA,NA,NA
"Great Lakes Boat Building School","Cedarville","MI",45.992299,-84.362578,NA,28613,22425,22425,NA
"Austin Career Institute","Austin","TX",30.36933,-97.726714,NA,NA,NA,NA,NA
"Professional Culinary Academy","Buffalo","NY",42.920978,-78.876532,NA,NA,NA,NA,NA
"Pacific Northwest Christian College","Kennewick","WA",46.212057,-119.161961,NA,12650,11350,11350,NA
"Royal Learning Institute","New York","NY",40.748713,-73.995353,NA,NA,NA,NA,NA
"Hollywood Cultural College","Los Angeles","CA",34.061319,-118.299523,NA,NA,NA,NA,NA
"Mariano Moreno Culinary Institute","Miami","FL",25.750902,-80.228896,NA,NA,NA,NA,NA
"Alder Graduate School of Education","Redwood City","CA",37.486305,-122.239258,NA,NA,NA,NA,NA
"Webb's Barber School of Arts","Macon","GA",32.825269,-83.710533,NA,NA,NA,NA,NA
"Adrian H. Wallace Barber Academy","Pensacola","FL",30.453536,-87.213526,NA,NA,NA,NA,NA
"St. Louis Med Tech","St. Louis","MO",38.551852,-90.335689,NA,NA,9900,9900,NA
"Total Beauty Institute","Jacksonville","FL",30.37218,-81.657851,NA,NA,NA,NA,NA
"Pearlands Innovative School of Beauty","Pearland","TX",29.55683,-95.365954,NA,NA,NA,NA,NA
"Durant Institute of Hair Design","Durant","OK",34.005777,-96.405502,NA,NA,NA,NA,NA
"Premiere Aesthetics Institute","Bend","OR",44.060956,-121.312742,NA,NA,NA,NA,NA
"California Indian Nations College","Palm Desert","CA",33.773732,-116.353365,0.05387067395264,NA,7743,7743,NA
"Indian Bible College","Flagstaff","AZ",35.21783,-111.615734,NA,13640,7420,7420,NA
"Florida Professional Institute","Miami","FL",25.733948,-80.324728,NA,NA,NA,NA,NA
"The Professional Cosmetology Academy","Laredo","TX",27.555981,-99.481765,NA,NA,NA,NA,NA
"Hackensack Meridian School of Medicine","Nutley","NJ",40.833902,-74.155128,NA,NA,NA,NA,NA
"Taylor Andrews Academy of Hair Design-Hair Lab Detroit Barber School","Southgate","MI",42.198536,-83.214501,NA,NA,NA,NA,NA
"Paul Mitchell the School-North Tahoe","Truckee","CA",39.324674,-120.222884,NA,NA,NA,NA,NA
"Paul Mitchell the School-Fort Lauderdale","Plantation","FL",26.117978,-80.255003,NA,NA,NA,NA,NA
"PCI Academy-Iowa City","Iowa City","IA",41.642665,-91.503091,NA,NA,NA,NA,32533
"Larry's Barber College","Chicago","IL",41.751137,-87.607449,NA,NA,NA,NA,NA
"Royal Learning Institute","Jackson Heights","NY",40.748716,-73.889629,NA,NA,NA,NA,NA
"Paul Mitchell the School-Provo","Provo","UT",40.24048,-111.642161,NA,NA,NA,NA,22699
"Arizona College of Nursing-Tampa","Tampa","FL",27.955614,-82.523369,1,30038,22346,22346,31302
"Arizona College of Nursing-Fort Lauderdale","Fort Lauderdale","FL",26.205783,-80.138479,1,41981,25120,25120,31302
"Arizona College of Nursing-Tucson","Tucson","AZ",32.22113,-110.880434,1,35415,22826,22826,31302
"Arizona College of Nursing-Phoenix","Phoenix","AZ",33.635804,-112.117327,1,37481,24000,24000,31302
"Empire Beauty School-Newport News","Newport News","VA",37.114415,-76.504353,NA,NA,NA,NA,23122
"Tricoci University of Beauty Culture-Normal","Normal","IL",40.531563,-89.001721,NA,NA,NA,NA,NA
"Elite Welding Academy","Houston","TX",29.700719,-95.298611,NA,NA,NA,NA,NA
"Paul Mitchell the School-Murfreesboro-Nashville","Hendersonville","TN",36.307547,-86.601113,NA,NA,NA,NA,26619
"Dorsey College-Woodhaven","Woodhaven","MI",42.142483,-83.223919,NA,46809,31680,31680,26831
"San Joaquin Valley College-Madera","Madera","CA",36.976963,-120.082716,NA,NA,NA,NA,35856
"San Joaquin Valley College-Delano","Delano","CA",35.774826,-119.229077,NA,NA,NA,NA,35856
"San Joaquin Valley College-Atascadero","Atascadero","CA",35.471527,-120.652852,NA,NA,NA,NA,35856
"San Joaquin Valley College-Rancho Mirage","Rancho Mirage","CA",33.798782,-116.390793,NA,NA,NA,NA,35856
"San Joaquin Valley College-Santa Maria","Santa Maria","CA",34.937806,-120.433296,NA,NA,NA,NA,35856
"Advantage Technical College-Aguadilla","Aguadilla","PR",18.433012,-67.154491,NA,NA,NA,NA,25152
"San Joaquin Valley College-Porterville","Porterville","CA",36.071598,-119.01576,NA,NA,NA,NA,35856
"California University of Science and Medicine","Colton","CA",34.077252,-117.350487,NA,NA,NA,NA,NA
"Ruben's Five Star Academy","Lake Wales","FL",27.896937,-81.591914,NA,NA,NA,NA,NA
"Mason Anthony School of Cosmetology Arts & Sciences","Columbus","OH",40.00274,-83.151152,NA,NA,NA,NA,NA
"California Institute of Arts & Technology-National City","National City","CA",32.661577,-117.106076,NA,26286,15390,15390,NA
"Triangle Tech-Chambersburg","Chambersburg","PA",39.995848,-77.642205,NA,27787,18961,18961,46220
"Provo College-Idaho Falls Campus","Idaho Falls","ID",43.481,-112.00228,NA,32243,17112,17112,33676
"Eagle Gate College-Boise Campus","Boise","ID",43.59091,-116.298572,NA,36448,17112,17112,35334
"Elite Welding Academy South Point","South Point","OH",38.447233,-82.594354,NA,NA,NA,NA,NA
"Agape College of Business and Science","Fresno","CA",36.741252,-119.787874,NA,14250,7942,7942,NA
"Daybreak University","Anaheim","CA",33.837857,-117.88954,0.05387067395264,NA,NA,NA,NA
"Motion Picture Institute","Troy","MI",42.55223,-83.166066,0.88888888888888,NA,NA,NA,NA
"Zen Shiatsu Chicago","Evanston","IL",42.043862,-87.68287,NA,NA,NA,NA,NA
"The  Salon Professional Academy of Holland","Holland","MI",42.822173,-86.090522,NA,NA,NA,NA,NA
"National Institute for Medical Assistant Advancement (NIMAA)","Denver","CO",39.741297,-105.042047,0.45026178010471,NA,NA,NA,NA
"California Northstate University","Elk Grove","CA",38.405942,-121.481542,0.94708994708994,NA,52685,52685,NA
"Antigua College International","Miami Lakes","FL",25.904817,-80.327618,NA,25860,23155,23155,NA
"Burlington County Institute of Technology-Adult Education","Westampton","NJ",40.018851,-74.822846,NA,NA,NA,NA,NA
"Sri Sai Krish Institute","Stanton","CA",33.783051,-117.992384,NA,NA,65000,65000,NA
"Riggins Urban Barber College","San Diego","CA",32.706069,-117.086115,NA,NA,NA,NA,NA
"Hair Arts Institute","Oklahoma City","OK",35.621821,-97.567807,NA,NA,NA,NA,NA
"Florida Academy of Nursing","Miramar","FL",25.978064,-80.306128,NA,NA,NA,NA,NA
"Body Wisdom Massage Therapy School","Urbandale","IA",41.629798,-93.734181,NA,NA,NA,NA,NA
"Lakewood University","Cleveland Heights","OH",41.53011,-81.561292,NA,NA,10479,10479,NA
"CTK Healthcare & Career Institute","Irving","TX",32.854097,-96.993287,NA,NA,NA,NA,NA
"Aesthetics Institute","St. Louis","MO",38.551852,-90.335689,NA,NA,NA,NA,NA
"Sierra Academy of Style","Carson City","NV",39.150371,-119.762006,NA,NA,NA,NA,NA
"Institute of Allied Healthcare","San Antonio","TX",29.507147,-98.570242,NA,NA,NA,NA,NA
"NewU University","Washington","DC",38.903529,-77.033557,0.05387067395264,NA,16500,16500,NA
"Branford Academy of Hair & Cosmetology-Bridgeport","Bridgeport","CT",41.186859,-73.163258,NA,NA,NA,NA,NA
"United Education Institute-Las Vegas","Las Vegas","NV",36.126687,-115.135647,NA,NA,NA,NA,35618
"UEI College-Mesa","Mesa","AZ",33.394736,-111.862571,NA,NA,NA,NA,28233
"Larry's Barber College-Joliet","Joliet","IL",41.523437,-88.105455,NA,NA,NA,NA,NA
"Herzing University-Tampa","Tampa","FL",27.976414,-82.335773,0.94232105628908,28645,12750,12750,34238
"Galen Health Institutes-Miami Campus","Pembroke Pines","FL",25.997073,-80.337924,NA,NA,NA,NA,57000
"Remington College-Knoxville","Knoxville","TN",36.087082,-83.925557,NA,28335,15564,15564,27989
"Abilene Christian University-Undergraduate Online","Addison","TX",32.977065,-96.826833,0.6613770607423,19042,14520,14520,51336
"Madera Community College","Madera","CA",36.925132,-119.99787,NA,10297,1330,8890,NA
"Ogle School Hair Skin Nails-Willowbrook","Houston","TX",29.961825,-95.550032,NA,NA,NA,NA,23394
"University of Silicon Andhra","Milpitas","CA",37.451094,-121.921105,0.05387067395264,NA,NA,NA,NA
"Galen Health Institutes-Austin Campus","Austin","TX",30.476575,-97.690907,NA,30546,15800,15800,57000
"Galen Health Institutes-Nashville Campus","Nashville","TN",36.162229,-86.791569,NA,NA,17700,17700,57000
"Ohio Business College-Dayton-Driving Academy","Trotwood","OH",39.823721,-84.29184,NA,NA,NA,NA,25982
"The Rapha School","Home","PA",40.743997,-79.099123,NA,NA,NA,NA,NA
"Academy of Allied Health Careers","Chattanooga","TN",35.008533,-85.214313,NA,NA,NA,NA,NA
"Mei Barber School","Brownsville","TX",25.907884,-97.505114,NA,NA,NA,NA,NA
"Great Northern University","Spokane","WA",47.675837,-117.400562,0.85714285714285,30955,16500,16500,NA
"Salon Professional Academy-Elevate Salon Institute","Miami Beach","FL",25.786328,-80.144449,NA,NA,NA,NA,17202
"Arizona College of Nursing-Salt Lake City","Murray","UT",40.656372,-111.903426,1,34085,21946,21946,31302
"Arizona College-Glendale","Glendale","AZ",33.566263,-112.154175,1,30327,18334,18334,31302
"Universal Technical Institute-West Texas","Austin","TX",30.415828,-97.660482,NA,NA,NA,NA,51264
"Avalon Institute-Las Vegas","Las Vegas","NV",36.142355,-115.206409,NA,NA,NA,NA,25490
"Medspa Academies-National Institute of Modern Aesthetics","Las Vegas","NV",36.117236,-115.158173,NA,NA,NA,NA,NA
"American Institute-Cherry Hill","Cherry Hill","NJ",39.939428,-75.015417,NA,NA,NA,NA,29474
"Glendale Career College-North-West College-Bakersfield","Bakersfield","CA",35.339951,-119.035082,NA,NA,NA,NA,40028
"Barber Education Academy","Laredo","TX",27.555745,-99.48055,NA,NA,NA,NA,NA
"Legends Barber College","Lufkin","TX",31.331903,-94.754951,NA,NA,NA,NA,NA
"Academia Medical Institute","Columbus","OH",39.955242,-83.092451,0.51086956521739,26460,14498,14498,NA
"Barbers Trade School","Beaumont","TX",30.081479,-94.097718,NA,NA,NA,NA,NA
"Top of the Line Barber School","San Antonio","TX",29.508769,-98.371419,NA,NA,NA,NA,NA
"Bridges Christian College","New Orleans","LA",29.935984,-90.103551,NA,20508,6600,6600,NA
"Kino College","Tucson","AZ",32.31959,-111.009455,NA,NA,NA,NA,NA
"Salon Professional Academy","Howell","NJ",40.137818,-74.221921,NA,NA,NA,NA,NA
"Southern California College of Barber and Beauty","Escondido","CA",33.127963,-117.085916,NA,NA,NA,NA,NA
"Hello Gorgeous Barbers Stillwater's School of Barbering","Stillwater","OK",36.115482,-97.085786,NA,NA,NA,NA,NA
"Jackson Theological Seminary","North Little Rock","AR",34.758689,-92.261249,NA,NA,NA,NA,NA
"RCCGNA Seminary","Greenville","TX",33.146603,-96.238771,0.95897435897435,10300,6800,6800,NA
"Personal Touch Beauty and Barber College","Kingstree","SC",33.665098,-79.832101,NA,NA,NA,NA,NA
"Reach University","Oakland","CA",37.80566,-122.277476,0.98484848484848,24749,12374,12374,NA
"Technology Learning Center","Oxford","MA",42.11827,-71.900846,NA,NA,NA,NA,NA
"California University-Silicon Valley","Sunnyvale","CA",37.383513,-122.0081,0.05387067395264,NA,NA,NA,NA
"Hair Academy","Chillicothe","OH",39.345978,-82.979554,NA,NA,NA,NA,NA
"Sweetwater Institute of Cosmetology","Sweetwater","TN",35.601126,-84.455725,NA,NA,NA,NA,NA
"Kansas Health Science Center","Wichita","KS",37.685373,-97.33594,NA,NA,NA,NA,NA
"Academy for Jewish Religion","Yonkers","NY",40.936234,-73.90014,NA,NA,NA,NA,NA
"American College of Healthcare and Technology-Santa Ana","Santa Ana","CA",33.759681,-117.840955,NA,NA,NA,NA,NA
"Aviation Institute of Maintenance-Chicago","Chicago","IL",41.825743,-87.664313,NA,22928,16657,16657,NA
"Atlantis University-Florida Palms University","Miami","FL",25.786495,-80.211287,NA,NA,12720,12720,NA
"Evangel University-College of Online Learning","Springfield","MO",37.220956,-93.262614,0.69088507265521,25014,8025,8025,45450
"Marian University-Ancilla","Plymouth","IN",41.337931,-86.445875,0.94031773293258,37074,19850,19850,56132
"Spa Tech Institute-North Andover","North Andover","MA",42.707614,-71.131873,NA,NA,NA,NA,25148
"Aveda Arts & Sciences Institute Lafayette-Arlington","Arlington","VA",38.878767,-77.111447,NA,NA,NA,NA,20351
"Shawnee Beauty College-Academy of Cosmetology & Barbering","Bixby","OK",35.973225,-95.880874,NA,NA,NA,NA,17352
"Concorde Career College-Broadway","Kansas City","MO",39.068021,-94.589739,0.99061032863849,NA,NA,NA,30169
"United Education Institute-Stone Mountain","Stone Mountain","GA",33.805285,-84.191755,NA,NA,NA,NA,27773
"UEI College-Tacoma","Tacoma","WA",47.193187,-122.409173,NA,NA,NA,NA,35618
"Montgomery Beauty School-Baltimore Beauty & Barber School","Baltimore","MD",39.33627,-76.485069,NA,NA,NA,NA,18682
"Commonwealth of Puerto Rico Department of Education-PRAMI","Fajardo","PR",18.300193,-65.6476,0.80040733197556,10888,3800,3800,24601
"Universal Technical Institute-South Florida Miramar","Miramar","FL",25.984525,-80.339008,NA,NA,NA,NA,51889
"Arizona College-Southfield","Southfield","MI",42.48156,-83.260202,1,41092,22826,22826,31302
"Galen Health Institutes-Sarasota","Sarasota","FL",27.342303,-82.449266,NA,NA,44640,44640,57000
"Galen Health Institutes-Gainesville","Gainesville","FL",29.630471,-82.417064,NA,NA,44640,44640,57000
"Galen Health Institutes-Richmond","Richmond","VA",37.506099,-77.528158,NA,NA,39230,39230,57000
"Galen Health Institutes-Myrtle Beach","Myrtle Beach","SC",33.757616,-78.822568,NA,NA,39230,39230,57000
"Galen Health Institutes-Asheville","Asheville","NC",35.485235,-82.557273,NA,NA,66120,66120,57000
"Larkin University","Miami","FL",25.943148,-80.200493,NA,NA,NA,NA,NA
"Pathways College-Arizona","Phoenix","AZ",33.472223,-112.06553,0.05387067395264,NA,7056,7056,NA
"Pontifex University","Atlanta","GA",33.877785,-84.410399,0.05387067395264,NA,NA,NA,NA
"Xtylo Beauty College","Tolleson","AZ",33.460108,-112.255755,NA,NA,NA,NA,NA
"San Francisco School of Massage & Bodywork","San Francisco","CA",37.765421,-122.421684,NA,NA,NA,NA,NA
"Chancellor Institute","Margate","FL",26.235138,-80.203609,NA,NA,NA,NA,NA
"The Salon Professional Academy","Collegeville","PA",40.194259,-75.469299,NA,NA,NA,NA,NA
"Studio 75 Hair Academy","Millington","TN",35.34177,-89.897765,NA,NA,NA,NA,NA
"Commercial Diving Technologies Institute","Hudson","FL",28.407378,-82.651569,NA,NA,NA,NA,NA
"Boone Career and Technical Center","Foster","WV",38.103362,-81.809645,NA,NA,NA,NA,NA
"Edge Academy of Beauty","Manchester","KY",37.139393,-83.771185,NA,NA,NA,NA,NA
"Premier Barber School","Houston","TX",29.89282,-95.480589,NA,NA,NA,NA,NA
"Arizona College-Falls Church","Falls Church","VA",38.860531,-77.218156,1,NA,22826,22826,31302
"Arizona College-Ontario","Ontario","CA",34.06676,-117.578071,1,NA,29146,29146,31302
"National Tractor Trailer School","Phoenix","AZ",33.428589,-112.223438,1,NA,NA,NA,43443
"Galen Health Institutes-Houston","Houston","TX",29.839951,-95.562419,NA,NA,66120,66120,57000
"Galen Health Institutes-Pikeville","Pikeville","KY",37.473007,-82.530209,NA,NA,31620,31620,57000
"Stellar Career College","Chicago","IL",41.884375,-87.634151,NA,NA,NA,NA,24222
"Commonwealth University of Pennsylvania","Bloomsburg","PA",41.00782,-76.447844,0.93960292580982,24881,10848,18919,53367
"Pennsylvania Western University","California","PA",40.064964,-79.88679,0.93619283941864,25365,10958,15630,47323
"Troy University-Phenix City Campus","Phenix City","AL",NA,NA,0.94840085287846,NA,9312,18624,41691
"Troy University-Montgomery Campus","Montgomery","AL",NA,NA,0.94840085287846,NA,9312,18624,41691
"Troy University-Dothan Campus","Dothan","AL",NA,NA,0.94840085287846,NA,9312,18624,41691
"Troy University-Online","Troy","AL",NA,NA,0.94840085287846,NA,9312,9312,41691
"Troy University-Support Sites","Alpharetta","GA",NA,NA,0.94840085287846,NA,9312,9312,41691
"Arizona State University-West","Glendale","AZ",NA,NA,0.86994418038413,NA,11618,30592,58967
"Arizona State University-Polytechnic","Mesa","AZ",NA,NA,0.86994418038413,NA,11618,30592,58967
"Arizona State University-Downtown Phoenix","Phoenix","AZ",NA,NA,0.86994418038413,NA,11618,30592,58967
"Arizona State University - Tucson","Tucson","AZ",NA,NA,0.86994418038413,NA,NA,NA,58967
"Arizona State University - Lake Havasu","Lake Havasu City","AZ",NA,NA,0.86994418038413,NA,6768,10964,58967
"Arizona State University - The Gila Valley","Thatcher","AZ",NA,NA,0.86994418038413,NA,NA,NA,58967
"Arizona State University - Yuma","Yuma","AZ",NA,NA,0.86994418038413,NA,NA,NA,58967
"Arizona State University - Pinal","Casa Grande","AZ",NA,NA,0.86994418038413,NA,NA,NA,58967
